US_140EVT,CLASSNAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS
3129,California Central Valley and Southern Coastal Grassland,He California Central Valley and Southern Coastal Grassland,Herb,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3130,California Mesic Serpentine Grassland,He California Mesic Serpentine Grassland,Herb,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3131,California Northern Coastal Grassland,He California Northern Coastal Grassland,Herb,Grassland,Grassland,SRM 214: Coastal Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3132,Central Mixedgrass Prairie Grassland,Sh Central Mixedgrass Prairie,Herb,Grassland,Mixedgrass Prairie,SRM 704: Blue Grama-Western Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3133,Chihuahuan Sandy Plains Semi-Desert Grassland,He Chihuahuan Sandy Plains Semi-Desert Grassland,Herb,Grassland,Grassland,SRM 713: Grama-Muhly-Threeawn,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3134,Columbia Basin Foothill and Canyon Dry Grassland,He Columbia Basin Foothill and Canyon Dry Grassland,Herb,Grassland,Grassland,SRM 101: Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3135,Inter-Mountain Basins Semi-Desert Grassland,He Inter-Mountain Basins Semi-Desert Grassland,Herb,Grassland,Grassland,SRM 502: Grama-Galetta,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3136,Mediterranean California Alpine Dry Tundra,He Mediterranean California Alpine Dry Tundra,Herb,Grassland,Dry Tundra,SRM 213: Alpine Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3137,Mediterranean California Subalpine Meadow,He Mediterranean California Subalpine Meadow,Herb,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 216: Montane Meadows,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3138,North Pacific Montane Grassland,He North Pacific Montane Grassland,Herb,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,Grassland,Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,Grassland,Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3141,Northwestern Great Plains Mixedgrass Prairie,He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3142,Columbia Basin Palouse Prairie,He Columbia Basin Palouse Prairie,Herb,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3143,Rocky Mountain Alpine Fell-Field,He Rocky Mountain Alpine Fell-Field,Herb,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3144,Rocky Mountain Alpine Turf,He Rocky Mountain Alpine Turf,Herb,Grassland,Dry Tundra,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3145,Rocky Mountain Subalpine-Montane Mesic Meadow,He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3146,Southern Rocky Mountain Montane-Subalpine Grassland,He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3147,Western Great Plains Foothill and Piedmont Grassland,He Western Great Plains Foothill and Piedmont Grassland,Herb,Grassland,Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3148,Western Great Plains Sand Prairie Grassland,Sh Western Great Plains Sand Prairie,Herb,Grassland,Sand Prairie,SRM 720: Sand Bluestem -Little Bluestem Dunes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3149,Western Great Plains Shortgrass Prairie,He Western Great Plains Shortgrass Prairie,Herb,Grassland,Shortgrass Prairie,SRM 611: Blue Grama-Buffalograss,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3150,Western Great Plains Tallgrass Prairie,He Western Great Plains Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3151,California Central Valley Riparian Forest and Woodland,Tr California Central Valley Riparian Woodland and Shrubland,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3152,California Montane Riparian Systems,Tr California Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3153,Inter-Mountain Basins Greasewood Flat,Sh Inter-Mountain Basins Greasewood Flat,Shrub,Shrubland,Greasewood Shrubland,SRM 501: Saltbush-Greasewood,Shrub-dominated,Shrubland,Evergreen shrubland
3154,Inter-Mountain Basins Montane Riparian Forest and Woodland,Tr Inter-Mountain Basins Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3155,North American Warm Desert Riparian Forest and Woodland,Tr North American Warm Desert Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3156,North Pacific Lowland Riparian Forest and Shrubland,Tr North Pacific Lowland Riparian Forest and Shrubland,Tree,Riparian,Red Alder Forest and Woodland,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3157,North Pacific Swamp Systems,Tr North Pacific Swamp Systems,Tree,Riparian,Western Red-cedar-Western Hemlock Forest,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3158,North Pacific Montane Riparian Woodland and Shrubland,Tr North Pacific Montane Riparian Woodland and Shrubland,Tree,Riparian,Western Riparian Woodland and Shrubland,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3159,Rocky Mountain Montane Riparian Forest and Woodland,Tr Rocky Mountain Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3160,Rocky Mountain Subalpine/Upper Montane Riparian Forest and Woodland,Tr Rocky Mountain Subalpine/Upper Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3161,Northern Rocky Mountain Conifer Swamp,Tr Northern Rocky Mountain Conifer Swamp,Tree,Riparian,Spruce-Fir Forest and Woodland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3162,Western Great Plains Floodplain Forest and Woodland,Tr Western Great Plains Floodplain Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3163,Pacific Coastal Marsh Systems,He Pacific Coastal Marsh Systems,Herb,Riparian,Pacific Coastal Marsh,SRM 217: Wetlands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3164,Rocky Mountain Wetland-Herbaceous,He Rocky Mountain Wetland-Herbaceous,Herb,Riparian,Western Herbaceous Wetland,SRM 422: Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3165,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tr Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,Conifer,Douglas-fir Forest and Woodland,SRM 109: Ponderosa Pine-Shrubland,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy
3166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3167,Rocky Mountain Poor-Site Lodgepole Pine Forest,Tr Rocky Mountain Poor-Site Lodgepole Pine Forest,Tree,Conifer,Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3168,Northern Rocky Mountain Avalanche Chute Shrubland,Sh Northern Rocky Mountain Avalanche Chute Shrubland,Shrub,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland
3169,Northern Rocky Mountain Subalpine Deciduous Shrubland,Sh Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrub,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland
3170,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Tr Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Tree,Shrubland,Chaparral,SAF 248: Knobcone Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3171,North Pacific Alpine and Subalpine Dry Grassland,He North Pacific Alpine and Subalpine Dry Grassland,Herb,Grassland,Grassland,SRM 103: Green Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3172,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tr Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tree,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 211: White Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3173,North Pacific Wooded Volcanic Flowage,Tr North Pacific Wooded Volcanic Flowage,Tree,Conifer,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3174,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tr North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tree,Conifer,Western Hemlock-Silver Fir Forest,SAF 226: Coastal True Fir-Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3177,California Coastal Closed-Cone Conifer Forest and Woodland,Tr California Coastal Closed-Cone Conifer Forest and Woodland,Tree,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 248: Knobcone Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3178,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tr North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tree,Conifer,Western Red-cedar-Western Hemlock Forest,SAF 227: Western Redcedar-Western Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3179,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3180,Introduced Riparian Forest and Woodland,Tr Introduced Riparian Vegetation,Tree,Exotic Tree-Shrub,Introduced Riparian Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3181,Introduced Upland Vegetation-Annual Grassland,He Introduced Upland Vegetation-Annual Grassland,Herb,Exotic Herbaceous,Introduced Annual Grassland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb
3182,Introduced Upland Vegetation-Perennial Grassland and Forbland,He Introduced Upland Vegetation-Perennial Grassland and Forbland,Herb,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3183,Introduced Upland Vegetation-Annual and Biennial Forbland,He Introduced Upland Vegetation-Annual and Biennial Forbland,Herb,Exotic Herbaceous,Introduced Annual and Biennial Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb
3184,California Annual Grassland,He California Annual Grassland,Herb,Exotic Herbaceous,Introduced Annual Grassland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb
3185,Introduced Forest Wetland,Tr Introduced Wetland Vegetation,Tree,Exotic Tree-Shrub,Introduced Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3186,Introduced Upland Vegetation-Shrub,Sh Introduced Upland Vegetation-Shrub,Shrub,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3187,Introduced Upland Vegetation-Treed,Tr Introduced Upland Vegetation-Treed,Tree,Exotic Tree-Shrub,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3191,Recently Logged-Herb and Grass Cover,He Recently Logged-Herb and Grass Cover,Herb,Grassland,Transitional Herbacous Vegetation,LF 62: Recently Logged - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3192,Recently Logged-Shrub Cover,Sh Recently Logged-Shrub Cover,Shrub,Shrubland,Transitional Shrub Vegetation,LF 63: Recently Logged - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3193,Recently Logged-Tree Cover,Tr Recently Logged-Tree Cover,Tree,Conifer,Transitional Forest Vegetation,LF 64: Recently Logged - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3194,Ruderal Upland-Treed,Tr Ruderal Upland-Treed,Tree,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy
3195,Recently Burned-Herb and Grass Cover,He Recently Burned-Herb and Grass Cover,Herb,Grassland,Transitional Herbacous Vegetation,LF 66: Recently Burned - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial Graminoid or Annual Gramminoid/Forb
3196,Introduced Shrub Wetland,Tr Introduced Wetland Vegetation,Shrub,Exotic Tree-Shrub,Introduced Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Shrub-dominated,Shrubland,Evergreen shrubland
3199,Introduced Herbaceous Wetland,Tr Introduced Wetland Vegetation,Herb,Exotic Tree-Shrub,Introduced Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial Graminoid or Annual Gramminoid/Forb
3200,Coastal Douglas-fir Woodland,Tr Coastal Douglas-fir Woodland,Tree,Conifer,Conifer-Oak Forest and Woodland,SAF 229: Pacific Douglas-Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3201,Quercus garryana Woodland Alliance,Tr Quercus garryana Woodland Alliance,Tree,Hardwood,Western Oak Woodland and Savanna,SAF 233: Oregon White Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3202,Juniperus occidentalis Wooded Herbaceous Alliance,Tr Juniperus occidentalis Wooded Herbaceous Alliance,Tree,Conifer,Juniper Woodland and Savanna,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3203,Juniperus occidentalis Woodland Alliance,Tr Juniperus occidentalis Woodland Alliance,Tree,Conifer,Juniper Woodland and Savanna,SAF 238: Western Juniper,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3204,Western Great Plains Mesquite Shrubland,Tr Western Great Plains Mesquite Woodland and Shrubland,Shrub,Shrubland,Mesquite Woodland and Scrub,SRM 729: Mesquite,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3205,Tsuga mertensiana-Abies amabilis Woodland Alliance,Tr Tsuga mertensiana-Abies amabilis Woodland Alliance,Tree,Conifer,Mountain Hemlock Forest and Woodland,SAF 226: Coastal True Fir-Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3206,Pseudotsuga menziesii Giant Forest Alliance,Tr Pseudotsuga menziesii Giant Forest Alliance,Tree,Conifer,Douglas-fir Forest and Woodland,SAF 229: Pacific Douglas-Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3207,Central Mixedgrass Prairie Shrubland,Sh Central Mixedgrass Prairie,Shrub,Grassland,Mixedgrass Prairie,SRM 704: Blue Grama-Western Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3208,Abies concolor Forest Alliance,Tr Abies concolor Forest Alliance,Tree,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 211: White Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3209,Western Great Plains Sand Prairie Shrubland,Sh Western Great Plains Sand Prairie,Shrub,Grassland,Sand Prairie,SRM 720: Sand Bluestem -Little Bluestem Dunes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3210,Coleogyne ramosissima Shrubland Alliance,Sh Coleogyne ramosissima Shrubland Alliance,Shrub,Shrubland,Blackbrush Shrubland,SRM 212: Blackbush,Shrub-dominated,Shrubland,Evergreen shrubland
3211,Grayia spinosa Shrubland Alliance,Sh Grayia spinosa Shrubland Alliance,Shrub,Shrubland,Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3212,Western Great Plains Sandhill Grassland,Sh Western Great Plains Sandhill Steppe,Herb,Shrubland,Sand Shrubland,SRM 605: Sandsage Prairie,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3213,Quercus havardii Shrubland Alliance,Sh Quercus havardii Shrubland Alliance,Shrub,Conifer-Hardwood,Juniper-Oak,SRM 730: Sand Shinnery Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3214,Arctostaphylos patula Shrubland Alliance,Sh Arctostaphylos patula Shrubland Alliance,Shrub,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland
3215,Quercus turbinella Shrubland Alliance,Sh Quercus turbinella Shrubland Alliance,Shrub,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland
3216,Cercocarpus montanus Shrubland Alliance,Sh Cercocarpus montanus Shrubland Alliance,Shrub,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3217,Quercus gambelii Shrubland Alliance,Sh Quercus gambelii Shrubland Alliance,Shrub,Shrubland,Deciduous Shrubland,SRM 413: Gambel Oak,Shrub-dominated,Shrubland,Deciduous shrubland
3218,North American Warm Desert Sparsely Vegetated Systems II,Sps North American Warm Desert Sparsely Vegetated Systems II,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated
3219,Inter-Mountain Basins Sparsely Vegetated Systems II,Sps Inter-Mountain Basins Sparsely Vegetated Systems II,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated
3220,Artemisia tridentata ssp. vaseyana Shrubland Alliance,Sh Artemisia tridentata ssp. vaseyana Shrubland Alliance,Shrub,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe
3221,Mediterranean California Sparsely Vegetated Systems II,Sps Mediterranean California Sparsely Vegetated Systems II,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated
3222,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems II,Sps Rocky Mountain Alpine/Montane Sparsely Vegetated Systems II,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated
3223,Sonoran Desert Sparsely Vegetated,Sps Sonoran Desert Sparsely Vegetated,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated
3227,Dry-mesic Montane Douglas-fir Forest,Tr Pseudotsuga menziesii Forest Alliance,Tree,Conifer,Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3228,Dry-mesic Montane Western Larch Forest,Tr Larix occidentalis Forest Alliance,Tree,Conifer,Western Larch Forest and Woodland,SAF 212: Western Larch,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3229,Pinus albicaulis Woodland Alliance,Tr Pinus albicaulis Woodland Alliance,Tree,Conifer,Subalpine Woodland and Parkland,SAF 208: Whitebark Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3230,Pinus sabiniana Woodland Alliance,Tr Pinus sabiniana Woodland Alliance,Tree,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3231,Sequoiadendron giganteum Forest Alliance,Tr Sequoiadendron giganteum Forest Alliance,Tree,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 243: Sierra Nevada Mixed Conifer,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3232,Abies grandis Forest Forest,Tr Abies grandis Forest Forest,Tree,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 213: Grand Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy
3233,Subalpine Douglas-fir Forest,Tr Pseudotsuga menziesii Forest Alliance,Tree,Conifer,Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3234,Mesic Montane Douglas-fir Forest,Tr Pseudotsuga menziesii Forest Alliance,Tree,Conifer,Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3235,Xeric Montane Douglas-fir Forest,Tr Pseudotsuga menziesii Forest Alliance,Tree,Conifer,Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy
3236,Subalpine Western Larch Forest,Tr Larix occidentalis Forest Alliance,Tree,Conifer,Western Larch Forest and Woodland,SAF 212: Western Larch,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3237,Mesic Montane Western Larch Forest,Tr Larix occidentalis Forest Alliance,Tree,Conifer,Western Larch Forest and Woodland,SAF 212: Western Larch,Tree-dominated,Open tree canopy,Deciduous open tree canopy
3238,Laurentian-Acadian Northern Oak Forest,Tr Laurentian-Acadian Northern Oak Forest,Tree,Hardwood,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3239,Laurentian-Acadian Northern Pine-Oak Forest,Tr Laurentian-Acadian Northern Pine-Oak Forest,Tree,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3240,Laurentian-Acadian Hardwood Forest,Tr Laurentian-Acadian Hardwood Forest,Tree,Hardwood,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3241,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Tree,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3242,Laurentian Oak Barrens,Tr Laurentian Oak Barrens,Tree,Hardwood,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Deciduous closed tree canopy
3243,Laurentian Pine-Oak Barrens,Tr Laurentian Pine-Oak Barrens,Tree,Conifer-Hardwood,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy
3244,Boreal Hardwood Forest,Tr Boreal Hardwood Forest,Tree,Hardwood,Spruce-Fir-Hardwood Forest,SAF 5: Balsam Fir,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy
3245,Boreal White Spruce-Fir-Hardwood Forest,Tr Boreal White Spruce-Fir-Hardwood Forest,Tree,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 5: Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy
3247,Southern Appalachian Grass Bald,Sh Southern Appalachian Grass and Shrub Bald,Herb,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3248,Northern Atlantic Coastal Plain Dune and Swale Grassland,Sh Northern Atlantic Coastal Plain Dune and Swale,Herb,Grassland,Atlantic Dunes and Grasslands,LF 57: Dunes and Maritime Grasslands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland
3249,Atlantic Coastal Plain Peatland Pocosin and Canebrake Shrubland,Tr Atlantic Coastal Plain Peatland Pocosin and Canebrake,Shrub,Shrubland,Pocosin,LF 48: Pocosin,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland
3250,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Tr Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrub,Shrubland,Mountain Mahogany Woodland and Shrubland,SRM 415: Curlleaf Mountain-Mahogany,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland
3251,Rocky Mountain Montane Riparian Shrubland,Tr Rocky Mountain Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland
